0.000000 0.000000 -1.000000
0.177681 0.357800 -0.916738
0.808440 0.522584 -0.270796
-0.577025 0.046445 -0.815405
-0.957921 0.282003 0.053501
0.413425 -0.737770 -0.533643
-0.458990 -0.209188 0.863463
0.943434 0.312002 0.112189
0.839456 0.100238 0.534102
-0.259077 0.829202 -0.495280
-0.646291 -0.129851 0.751962
-0.539233 -0.052447 0.840522
0.295801 0.725972 0.620859
-0.573390 -0.272524 0.772629
0.212309 -0.488309 -0.846451
0.179569 0.165160 0.969782
0.132407 -0.601516 0.787812
-0.012531 0.602305 -0.798167
-0.201361 0.192991 -0.960317
-0.392692 -0.847233 0.357755
0.862216 0.033765 0.505413
0.678547 0.691133 0.248813
0.127442 -0.963580 0.235100
-0.778912 0.016046 -0.626928
-0.402483 0.915230 0.019001
-0.614743 0.677758 0.403405
-0.453731 0.477163 0.752625
-0.897803 0.437491 0.050505
-0.491040 -0.866932 0.085486
0.366116 -0.658307 -0.657716
0.083129 -0.684973 0.723811
0.436667 -0.092636 -0.894841
0.820718 0.465376 -0.331432
0.793292 0.399582 -0.459371
0.345369 -0.869769 0.352452
-0.904669 -0.420060 -0.071578
-0.855618 -0.517032 0.024406
0.608221 -0.634070 0.477517
0.963576 -0.217270 0.155935
-0.737118 0.588053 -0.332941
0.582314 0.493364 -0.646145
0.265790 -0.657131 0.705362
0.342269 -0.234866 0.909775
-0.269970 -0.636857 -0.722169
0.665698 0.017112 -0.746025
0.015729 0.041985 -0.998994
-0.696196 0.696554 0.173560
-0.315034 0.070906 -0.946428
-0.767672 0.291542 0.570686
0.547597 -0.721248 -0.424192
-0.135014 -0.989481 0.051944
0.184625 -0.864568 -0.467371
0.326235 0.943126 -0.063912
-0.134297 -0.985293 -0.105646
0.015554 -0.361645 0.932186
0.678231 -0.731707 -0.067886
0.386716 -0.561018 -0.731921
0.248343 -0.096786 -0.963825
0.290429 -0.894393 0.340164
-0.538518 -0.448131 -0.713566
0.088205 -0.570475 0.816565
0.905027 -0.330411 -0.267871
-0.600960 0.215629 0.769643
-0.657875 0.336156 -0.673943
0.980138 0.194183 -0.040292
0.256180 -0.941989 0.216860
-0.762904 -0.121428 -0.635006
-0.217817 0.562602 0.797518
-0.354668 0.300899 0.885252
0.431748 -0.268757 0.861025
-0.925833 -0.193626 -0.324563
0.899559 -0.165687 0.404155
0.010296 -0.844047 0.536170
0.349362 -0.456484 -0.818272
0.753474 0.094082 -0.650711
-0.283457 0.945221 -0.161893
-0.846127 0.474088 -0.243535
-0.506036 0.470158 -0.723104
0.908349 0.120625 -0.400440
0.829630 0.197024 -0.522395
-0.819345 -0.132066 -0.557882
0.739680 -0.672870 -0.010950
0.779860 0.303128 0.547660
-0.620385 -0.192142 -0.760397
-0.913988 0.254291 -0.316169
-0.846796 -0.501871 0.176243
0.214065 -0.462953 -0.860146
-0.842924 -0.501963 -0.193679
0.613066 -0.492569 -0.617678
0.200185 0.735447 -0.647336
0.346522 0.537888 -0.768504
-0.071237 -0.155347 0.985288
-0.489875 -0.609226 0.623592
-0.073434 -0.937076 -0.341315
-0.136943 -0.750122 0.646965
-0.599122 0.735676 0.315965
-0.839523 0.496467 0.220730
0.116509 -0.767881 0.629908
0.857304 0.247564 -0.451378
-0.975532 -0.086597 0.202082
0.406178 0.875897 0.260429
-0.856872 0.263672 -0.442998
-0.043143 -0.957266 0.285972
-0.726215 -0.665425 -0.172689
0.592786 -0.769828 0.236579
-0.274394 0.720298 -0.637086
0.301385 0.017407 -0.953344
0.429112 -0.024955 0.902906
-0.640713 -0.491167 -0.590120
-0.456770 -0.179413 0.871305
-0.923661 0.371570 0.093732
-0.347620 0.932234 -0.100496
0.170850 0.782790 -0.598372
0.109457 0.421478 -0.900209
0.850548 -0.504311 0.149127
-0.558320 -0.812276 -0.168780
-0.818857 -0.496169 -0.288599
0.954369 0.206099 -0.216109
0.757782 0.491685 -0.428967
0.888117 -0.445954 -0.111231
-0.423638 -0.332580 0.842568
0.688634 0.063861 0.722292
0.519346 -0.768669 0.373402
0.625185 0.245967 -0.740706
-0.176085 0.143524 -0.973856
0.678950 0.064427 0.731352
0.400618 -0.345575 0.848577
-0.532174 -0.782129 0.324137
0.443006 0.292906 -0.847320
-0.112274 -0.018992 -0.993496
-0.462224 -0.671203 0.579513
0.298109 -0.950109 0.091785
-0.018561 0.891060 0.453506
0.562750 0.666104 -0.489508
-0.978763 0.202136 -0.034102
-0.602118 -0.015947 -0.798248
0.695900 0.043992 0.716790
0.746583 -0.170245 0.643141
0.249691 -0.118226 -0.961081
0.472449 0.114877 -0.873839
-0.130909 0.774015 -0.619486
-0.587633 -0.802237 -0.105372
-0.714007 0.057750 -0.697753
-0.932107 -0.203926 0.299315
-0.753785 0.591427 -0.286395
-0.141829 -0.884739 0.443985
0.722701 0.572170 -0.387718
-0.032531 -0.569194 0.821559
-0.495546 -0.694313 -0.521885
0.951723 0.157989 -0.263177
0.691037 0.185858 0.698516
-0.411495 0.206296 -0.887758
-0.999122 -0.010638 -0.040533
-0.215676 -0.172801 0.961053
0.001478 -0.564675 0.825312
0.889127 -0.163063 0.427626
-0.030197 0.335443 -0.941577
0.234425 0.130176 -0.963379
0.544359 0.475991 -0.690728
0.794543 -0.324739 0.513075
-0.559704 -0.368219 -0.742392
-0.532521 -0.382713 -0.754952
-0.018779 0.495764 -0.868254
0.933233 -0.313715 -0.175099
0.950663 0.101910 -0.293009
0.024953 -0.320703 0.946851
-0.570881 0.387287 0.723950
0.659284 0.155048 0.735734
-0.719989 0.376401 -0.583042
-0.224795 -0.096194 0.969646
-0.968666 0.196017 0.152524
0.069636 -0.994994 -0.071680
-0.796987 0.456211 -0.395831
0.388958 0.451641 -0.802952
0.388582 0.831847 0.396275
-0.074073 -0.613576 0.786154
0.580038 0.712176 -0.395426
-0.711809 0.270490 0.648199
0.973918 -0.137847 0.180225
0.800274 -0.599610 0.005378
-0.063266 0.890978 0.449617
-0.074757 0.993138 -0.089930
0.387414 0.041368 0.920977
0.386342 -0.273486 0.880878
-0.589054 -0.078639 -0.804258
0.156713 -0.534369 -0.830597
0.556406 0.382142 0.737821
0.648825 0.024497 0.760543
-0.791165 0.137368 -0.595977
0.876257 -0.385957 0.288462
-0.537638 -0.256708 -0.803148
-0.538751 -0.842328 0.015166
-0.055279 -0.615967 0.785830
0.337158 -0.862011 0.378500
0.072489 -0.851584 -0.519182
-0.813599 -0.221808 0.537455
-0.858137 0.512020 -0.037898
-0.514803 -0.087175 -0.852865
0.010039 -0.999833 0.015245
0.673833 0.039743 -0.737814
0.683319 0.504329 0.527947
0.310036 0.194696 0.930576
0.509028 -0.388358 -0.768160
0.171190 0.854466 0.490491
0.056967 0.983637 0.170921
-0.507861 0.388379 0.768921
0.414328 -0.203895 -0.886994
0.684997 -0.722305 -0.095159
-0.839937 0.058348 -0.539538
0.596226 -0.790067 0.142509
0.725342 -0.395733 -0.563271
-0.323302 0.209791 -0.922748
0.356331 0.276981 -0.892362
-0.895177 -0.441713 0.059563
0.614178 0.168300 -0.771013
-0.157990 -0.987439 0.001805
-0.567674 0.823173 -0.011538
-0.245920 0.273680 -0.929851
-0.555705 -0.017215 0.831201
0.612145 -0.319019 0.723537
-0.061085 0.238149 -0.969306
-0.178499 -0.834506 -0.521284
0.103418 -0.595256 -0.796853
-0.781728 0.357927 -0.510676
-0.978990 -0.089539 0.183199
-0.149768 -0.830006 0.537271
-0.047309 -0.793171 0.607158
0.416139 -0.909217 0.012359
-0.419587 -0.216689 -0.881472
-0.654951 -0.218160 0.723495
0.536037 0.529726 0.657309
0.907319 0.008962 0.420347
-0.090137 0.339145 -0.936406
-0.291612 0.892973 0.342872
-0.144567 0.980607 -0.132325
0.438435 0.493097 -0.751418
-0.529613 0.308592 -0.790115
-0.048774 0.765849 0.641168
0.708152 0.061907 -0.703340
-0.500204 0.662600 -0.557456
-0.749521 0.404708 0.523860
-0.914662 -0.154850 0.373382
0.582647 0.738077 -0.340242
-0.032456 -0.967886 -0.249284
-0.100477 -0.882336 0.459769
-0.710227 -0.264287 -0.652480
0.637620 -0.675114 0.371028
-0.556889 0.822335 0.116786
0.969549 -0.234288 0.071302
0.009086 -0.532562 0.846342
-0.477952 0.794824 0.373921
-0.251056 -0.927032 -0.278535
-0.756070 0.568034 0.325109
-0.194962 0.127278 -0.972517
0.179775 0.924900 0.335024
-0.420649 -0.383104 -0.822366
0.056065 0.268536 -0.961637
-0.570153 0.573857 -0.587890
-0.267112 0.942608 -0.200354
0.261453 -0.963994 0.048555
-0.140571 -0.968445 -0.205800
-0.620605 -0.677620 0.394564
-0.068559 -0.653385 -0.753915
0.737334 0.131591 -0.662588
0.393193 0.723800 -0.567021
-0.739273 -0.134515 -0.659834
0.754176 -0.539613 -0.374214
0.873274 0.474049 -0.112562
-0.670841 -0.151236 -0.726016
0.524066 -0.802339 0.285668
-0.184286 0.288732 0.939506
-0.222955 -0.938237 -0.264578
0.295593 0.294751 -0.908706
0.854524 -0.189970 -0.483425
-0.280852 -0.682289 0.674985
0.334250 -0.863622 0.377405
-0.865465 -0.498546 0.049219
-0.901043 0.229818 0.367838
-0.140468 0.842840 0.519509
0.851763 0.374751 -0.366143
-0.700509 0.121708 -0.703189
0.802780 -0.290308 -0.520832
-0.064653 0.938620 -0.338840
